d,valence,eltype,solve_tol,target,ops,method,solver,der_seconds,strat_seconds,total_seconds,bytes,nullity,residual,meets_target,lsq_err,support,perm_ok,dims,nnz,status
20,3,Float64,1e-06,1e-16,universal,Auto,none,8.4972,0.0003,8.4976,29948160,13,1.073e-15,false,4.473e-01,0.7999,false,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,universal,QuickDer/Auto,AutoSolver,10.3076,0.0003,10.3079,29946208,13,6.429e-16,false,3.396e-01,0.8846,false,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,universal,QuickDer/Arpack,ArpackSolver,9.3620,0.0003,9.3624,29946208,13,5.356e-16,false,6.255e-01,0.6087,false,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,universal,QuickDer/Gram,GramSolver,8.6551,0.0003,8.6555,29946208,13,4.421e-16,false,5.098e-01,0.7401,false,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,universal,QuickDer3,none,11.0143,0.0004,11.0147,51687936,13,1.493e-15,false,3.220e-01,0.8963,false,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,symmetric,SylverLining/Auto,AutoSolver,0.6949,0.0003,0.6952,6012384,3,9.050e-16,false,2.706e-14,1.0000,true,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,symmetric,SylverLining/SVD,SVDSolver,8.6671,0.0005,8.6676,23966448,3,8.233e-16,false,2.918e-14,1.0000,true,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,symmetric,SylverLining/LU,LUSolver,2.0591,0.0003,2.0594,12032928,3,4.207e-16,false,3.092e-14,1.0000,true,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,symmetric,SylverLining/Gram,GramSolver,3.1200,0.0002,3.1202,14772944,3,8.215e-16,false,2.036e-14,1.0000,true,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,symmetric,SylverLining/Arpack,ArpackSolver,1.2203,0.0003,1.2206,6017168,3,1.129e-15,false,9.502e-14,1.0000,true,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,symmetric,SylverLining/Krylov,KrylovSolver,34.5837,0.0004,34.5841,45833344,3,2.122e-15,false,7.916e-13,1.0000,true,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,symmetric,SylverLining/Lanczos,LanczosSolver,0.0747,0.0000,0.0747,38297440,0,NaN,false,NaN,NaN,false,20 20 20,210,error: no nontrivial derivations at tol = 1.0e-6
20,3,Float64,1e-06,1e-16,symmetric,SylverLining/ShiftInvert,ShiftInvertSolver,12.8598,0.0000,12.8598,756105728,0,NaN,false,NaN,NaN,false,20 20 20,210,error: no nontrivial derivations at tol = 1.0e-6
20,3,Float64,1e-06,1e-16,symmetric,Auto,none,11.7145,0.0002,11.7147,31962224,3,4.403e-14,false,8.373e-13,1.0000,true,20 20 20,210,ok
20,3,Float64,1e-06,1e-16,symmetric,SymmetricGram,none,3.6453,0.0005,3.6458,45885560,3,2.290e-16,false,1.031e-14,1.0000,true,20 20 20,210,ok
25,3,Float32,1e-06,1e-08,universal,SylverLining/Auto,AutoSolver,21.4727,0.0004,21.4731,16312496,13,6.949e-06,false,3.655e-01,0.8664,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,SylverLining/SVD,SVDSolver,107.3995,0.0004,107.3999,101430096,13,1.595e-06,false,3.746e-01,0.8597,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,SylverLining/LU,LUSolver,31.0787,0.0004,31.0791,46257168,7,1.033e-04,false,2.384e-01,0.9432,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,SylverLining/Gram,GramSolver,1.8689,0.0004,1.8693,50058784,3,7.642e-06,false,3.324e-01,0.8895,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,SylverLining/Arpack,ArpackSolver,26.2407,0.0004,26.2411,16295296,13,1.363e-06,false,2.049e-01,0.9580,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,SylverLining/Lanczos,LanczosSolver,0.3238,0.0000,0.3238,70776384,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float32,1e-06,1e-08,universal,SylverLining/LSMR,LSMRSolver,45.3858,0.0000,45.3858,440760432,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float32,1e-06,1e-08,universal,SylverLining/ShiftInvert,ShiftInvertSolver,2.8185,0.0000,2.8185,163680080,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float32,1e-06,1e-08,universal,Auto,none,13.5657,0.0004,13.5661,27480304,13,2.512e-07,false,2.625e-01,0.9311,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,QuickDer/Auto,AutoSolver,25.2522,0.0004,25.2526,27478352,13,2.533e-07,false,5.549e-02,0.9969,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,QuickDer/Arpack,ArpackSolver,21.0650,0.0009,21.0659,27478352,13,2.551e-07,false,3.257e-01,0.8939,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,QuickDer/Gram,GramSolver,11.4004,0.0004,11.4008,27478352,13,2.582e-07,false,3.406e-01,0.8840,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,universal,QuickDer3,none,20.7950,0.0004,20.7954,51413680,13,6.559e-07,false,6.074e-02,0.9963,false,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,symmetric,SylverLining/Auto,AutoSolver,1.1291,0.0003,1.1294,4876912,3,7.706e-07,false,1.568e-05,1.0000,true,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,symmetric,SylverLining/SVD,SVDSolver,24.5199,0.0003,24.5202,34432560,3,5.980e-07,false,1.115e-05,1.0000,true,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,symmetric,SylverLining/LU,LUSolver,5.7575,0.0005,5.7580,16844608,3,3.108e-07,false,6.473e-06,1.0000,true,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,symmetric,SylverLining/Gram,GramSolver,4.3476,0.0003,4.3479,18979216,3,4.243e-07,false,2.035e-05,1.0000,true,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,0.8208,0.0005,0.8213,4878464,3,9.435e-07,false,2.400e-05,1.0000,true,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,9.5757,0.0003,9.5759,9219216,3,9.420e-07,false,1.321e-04,1.0000,true,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,symmetric,SylverLining/Lanczos,LanczosSolver,0.1559,0.0000,0.1559,34252992,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float32,1e-06,1e-08,symmetric,SylverLining/ShiftInvert,ShiftInvertSolver,92.3475,0.0000,92.3475,2487583856,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float32,1e-06,1e-08,symmetric,Auto,none,18.8603,0.0003,18.8606,31585440,3,1.569e-06,false,4.031e-05,1.0000,true,25 25 25,325,ok
25,3,Float32,1e-06,1e-08,symmetric,SymmetricGram,none,6.1709,0.0003,6.1712,75779656,3,2.062e-07,false,5.369e-06,1.0000,true,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,SylverLining/Auto,AutoSolver,396.5659,0.0005,396.5664,51363616,13,1.296e-14,false,3.659e-01,0.8661,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,SylverLining/SVD,SVDSolver,181.8555,0.0243,181.8798,201442736,13,3.964e-15,false,5.324e-02,0.9972,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,SylverLining/LU,LUSolver,44.6535,0.0015,44.6550,91320928,13,1.217e-15,false,3.378e-01,0.8859,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,SylverLining/Gram,GramSolver,4.2381,0.0005,4.2386,99160400,13,1.387e-14,false,8.744e-02,0.9924,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,SylverLining/Arpack,ArpackSolver,94.7808,0.0010,94.7818,31123040,13,3.039e-15,false,7.264e-04,1.0000,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,SylverLining/Lanczos,LanczosSolver,1.0128,0.0000,1.0128,196700496,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float64,1e-06,1e-16,universal,SylverLining/LSMR,LSMRSolver,62.0703,0.0000,62.0703,839056912,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float64,1e-06,1e-16,universal,SylverLining/ShiftInvert,ShiftInvertSolver,84.7087,0.0000,84.7087,6469342336,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float64,1e-06,1e-16,universal,Auto,none,40.5688,0.0005,40.5693,54337184,13,6.182e-16,false,4.058e-01,0.8353,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,QuickDer/Auto,AutoSolver,34.3421,0.0005,34.3426,54335232,13,5.136e-16,false,3.543e-01,0.8745,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,QuickDer/Arpack,ArpackSolver,41.8083,0.0005,41.8088,54335232,13,4.001e-16,false,2.070e-01,0.9572,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,QuickDer/Gram,GramSolver,33.9487,0.0005,33.9492,54335232,13,4.853e-16,false,6.126e-02,0.9962,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,universal,QuickDer3,none,28.6960,0.0010,28.6970,90378400,13,1.614e-15,false,2.837e-01,0.9195,false,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,symmetric,SylverLining/Auto,AutoSolver,1.0177,0.0003,1.0180,8655184,3,4.352e-16,false,4.025e-14,1.0000,true,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,symmetric,SylverLining/SVD,SVDSolver,48.5647,0.0003,48.5651,78762032,3,1.718e-15,false,4.134e-14,1.0000,true,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,symmetric,SylverLining/LU,LUSolver,12.5000,0.0003,12.5003,32955616,3,4.162e-16,false,1.608e-13,1.0000,true,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,symmetric,SylverLining/Gram,GramSolver,9.1633,0.0003,9.1636,37256208,3,6.741e-16,false,6.044e-14,1.0000,true,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,symmetric,SylverLining/Arpack,ArpackSolver,0.9131,0.0003,0.9134,8497728,3,8.600e-16,false,2.568e-14,1.0000,true,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,symmetric,SylverLining/Krylov,KrylovSolver,71.4921,0.0007,71.4928,71002288,3,2.247e-15,false,5.712e-14,1.0000,true,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,symmetric,SylverLining/Lanczos,LanczosSolver,0.1661,0.0000,0.1661,58295824,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float64,1e-06,1e-16,symmetric,SylverLining/ShiftInvert,ShiftInvertSolver,55.9614,0.0000,55.9614,2193729520,0,NaN,false,NaN,NaN,false,25 25 25,325,error: no nontrivial derivations at tol = 1.0e-6
25,3,Float64,1e-06,1e-16,symmetric,Auto,none,32.6518,0.0006,32.6525,57294848,3,4.448e-15,false,2.532e-14,1.0000,true,25 25 25,325,ok
25,3,Float64,1e-06,1e-16,symmetric,SymmetricGram,none,7.2952,0.0003,7.2955,117379960,3,3.837e-16,false,1.123e-14,1.0000,true,25 25 25,325,ok
30,3,Float32,1e-06,1e-08,universal,SylverLining/Auto,AutoSolver,135.1333,0.2008,135.3341,16157408,13,1.109e-06,false,3.073e-01,0.9056,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,universal,SylverLining/LU,LUSolver,123.3926,0.0011,123.3937,106724064,13,5.808e-07,false,3.273e-01,0.8928,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,universal,SylverLining/Gram,GramSolver,39.5323,0.3489,39.8812,112373024,11,4.744e-06,false,2.204e-01,0.9514,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,universal,SylverLining/Arpack,ArpackSolver,105.8751,0.0005,105.8756,15652912,13,2.123e-06,false,3.455e-01,0.8806,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,universal,SylverLining/Lanczos,LanczosSolver,5.4230,0.0000,5.4230,111737088,0,NaN,false,NaN,NaN,false,30 30 30,465,error: no nontrivial derivations at tol = 1.0e-6
30,3,Float32,1e-06,1e-08,universal,SylverLining/LSMR,LSMRSolver,1040.6345,0.0000,1040.6345,639982704,0,NaN,false,NaN,NaN,false,30 30 30,465,error: no nontrivial derivations at tol = 1.0e-6
30,3,Float32,1e-06,1e-08,universal,SylverLining/ShiftInvert,ShiftInvertSolver,50.8004,0.0000,50.8004,243004432,0,NaN,false,NaN,NaN,false,30 30 30,465,error: no nontrivial derivations at tol = 1.0e-6
30,3,Float32,1e-06,1e-08,universal,Auto,none,54.6285,0.1060,54.7345,46694128,13,3.459e-07,false,2.252e-01,0.9493,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,universal,QuickDer/Auto,AutoSolver,46.0055,0.0012,46.0067,46692176,13,2.886e-07,false,2.388e-01,0.9430,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,universal,QuickDer/Arpack,ArpackSolver,44.2804,0.0005,44.2810,46692176,13,3.828e-07,false,3.153e-01,0.9006,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,universal,QuickDer/Gram,GramSolver,48.0467,0.2583,48.3050,46692176,13,2.490e-07,false,2.431e-01,0.9409,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,universal,QuickDer3,none,41.0108,0.0005,41.0113,82953072,13,7.785e-07,false,3.317e-01,0.8900,false,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,symmetric,SylverLining/Auto,AutoSolver,14.3919,0.0533,14.4452,6972128,3,5.422e-07,false,1.521e-05,1.0000,true,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,symmetric,SylverLining/SVD,SVDSolver,75.7566,0.0003,75.7569,75497808,3,5.521e-07,false,1.635e-05,1.0000,true,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,symmetric,SylverLining/LU,LUSolver,30.7306,0.2189,30.9495,31064672,3,2.668e-07,false,1.318e-05,1.0000,true,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,symmetric,SylverLining/Gram,GramSolver,12.8241,0.0003,12.8244,33909936,3,5.509e-07,false,3.750e-04,1.0000,true,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,15.5040,0.1360,15.6400,6968688,3,5.145e-07,false,1.317e-05,1.0000,true,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,15.8340,0.1065,15.9405,14883104,3,7.431e-07,false,6.523e-05,1.0000,true,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,symmetric,SylverLining/Lanczos,LanczosSolver,2.4787,0.0000,2.4787,31570240,0,NaN,false,NaN,NaN,false,30 30 30,465,error: no nontrivial derivations at tol = 1.0e-6
30,3,Float32,1e-06,1e-08,symmetric,Auto,none,36.6631,0.0003,36.6634,49170640,3,8.143e-07,false,1.421e-05,1.0000,true,30 30 30,465,ok
30,3,Float32,1e-06,1e-08,symmetric,SymmetricGram,none,14.1100,0.0446,14.1547,159420136,3,1.496e-07,false,5.351e-05,1.0000,true,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,universal,SylverLining/LU,LUSolver,99.9970,0.0616,100.0587,185429408,13,9.255e-16,false,2.812e-01,0.9209,false,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,universal,SylverLining/Gram,GramSolver,38.8117,0.0436,38.8553,196496592,13,8.496e-15,false,2.969e-01,0.9119,false,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,universal,SylverLining/Lanczos,LanczosSolver,8.3853,0.0000,8.3853,240893200,0,NaN,false,NaN,NaN,false,30 30 30,465,error: no nontrivial derivations at tol = 1.0e-6
30,3,Float64,1e-06,1e-16,universal,Auto,none,49.1318,0.1419,49.2737,102456848,13,5.305e-16,false,2.971e-01,0.9117,false,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,universal,QuickDer/Auto,AutoSolver,44.4363,0.1019,44.5382,102454896,13,6.112e-16,false,7.738e-03,0.9999,false,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,universal,QuickDer/Arpack,ArpackSolver,48.8809,0.0857,48.9665,102454896,13,5.961e-16,false,2.230e-01,0.9503,false,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,universal,QuickDer/Gram,GramSolver,55.2597,0.0437,55.3034,102454896,13,4.201e-16,false,2.913e-01,0.9151,false,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,universal,QuickDer3,none,41.6412,0.0007,41.6419,154327664,13,1.144e-15,false,3.919e-01,0.8464,false,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,symmetric,SylverLining/Auto,AutoSolver,23.2619,0.0041,23.2660,12856896,3,1.227e-15,false,4.704e-14,1.0000,true,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,symmetric,SylverLining/SVD,SVDSolver,95.1866,0.0480,95.2346,113669904,3,1.602e-15,false,6.356e-14,1.0000,true,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,symmetric,SylverLining/LU,LUSolver,39.6147,0.0440,39.6587,53162944,3,5.467e-16,false,2.510e-14,1.0000,true,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,symmetric,SylverLining/Gram,GramSolver,21.9230,0.1080,22.0310,58921712,3,7.578e-16,false,6.060e-14,1.0000,true,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,symmetric,SylverLining/Arpack,ArpackSolver,17.2988,0.0009,17.2997,12692272,3,4.925e-16,false,5.502e-14,1.0000,true,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,symmetric,SylverLining/Lanczos,LanczosSolver,3.2082,0.0000,3.2082,72195120,0,NaN,false,NaN,NaN,false,30 30 30,465,error: no nontrivial derivations at tol = 1.0e-6
30,3,Float64,1e-06,1e-16,symmetric,SylverLining/ShiftInvert,ShiftInvertSolver,1105.6188,0.0000,1105.6188,2175070512,0,NaN,false,NaN,NaN,false,30 30 30,465,error: no nontrivial derivations at tol = 1.0e-6
30,3,Float64,1e-06,1e-16,symmetric,Auto,none,52.5410,0.1782,52.7192,106847040,3,1.587e-15,false,4.287e-14,1.0000,true,30 30 30,465,ok
30,3,Float64,1e-06,1e-16,symmetric,SymmetricGram,none,7.5076,0.0831,7.5907,227677464,3,1.792e-16,false,8.066e-14,1.0000,true,30 30 30,465,ok
35,3,Float32,1e-06,1e-08,universal,SylverLining/Gram,GramSolver,1445.0159,0.0000,1445.0159,176475856,0,NaN,false,NaN,NaN,false,35 35 35,630,error: no nontrivial derivations at tol = 1.0e-6
35,3,Float32,1e-06,1e-08,universal,SylverLining/Lanczos,LanczosSolver,1191.2805,0.0000,1191.2805,550588528,0,NaN,false,NaN,NaN,false,35 35 35,630,error: no nontrivial derivations at tol = 1.0e-6
35,3,Float32,1e-06,1e-08,universal,SylverLining/ShiftInvert,ShiftInvertSolver,13696.7452,0.0000,13696.7452,3627347888,0,NaN,false,NaN,NaN,false,35 35 35,630,error: no nontrivial derivations at tol = 1.0e-6
35,3,Float32,1e-06,1e-08,universal,Auto,none,3.1892,0.3461,3.5353,64197088,13,2.323e-07,false,3.639e-01,0.8675,false,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,universal,QuickDer/Auto,AutoSolver,1.4225,0.2500,1.6725,38168144,13,2.233e-07,false,2.244e-01,0.9496,false,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,universal,QuickDer/Arpack,ArpackSolver,4.5547,0.0041,4.5588,38937936,14,1.314e-05,false,3.267e-01,0.8933,false,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,universal,QuickDer/Gram,GramSolver,4.1758,0.0006,4.1764,38168144,13,3.150e-07,false,3.449e-01,0.8810,false,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,universal,QuickDer3,none,69.2667,0.0199,69.2865,141076064,22,6.054e-04,false,4.788e-01,0.7708,false,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,symmetric,SylverLining/Auto,AutoSolver,150.8576,0.2047,151.0622,8627248,3,4.128e-05,false,5.310e-05,1.0000,true,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,symmetric,SylverLining/LU,LUSolver,289.7920,0.2500,290.0421,52921104,2,1.814e-06,false,1.240e-04,1.0000,true,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,symmetric,SylverLining/Gram,GramSolver,291.7151,0.0005,291.7156,56821120,3,1.256e-06,false,2.170e-05,1.0000,true,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,135.4478,0.2742,135.7221,8623680,3,1.300e-06,false,5.411e-05,1.0000,true,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,105.1905,0.2377,105.4282,15965728,3,2.285e-05,false,2.604e-03,1.0000,true,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,symmetric,SylverLining/Lanczos,LanczosSolver,44.7660,0.0000,44.7660,64534000,0,NaN,false,NaN,NaN,false,35 35 35,630,error: no nontrivial derivations at tol = 1.0e-6
35,3,Float32,1e-06,1e-08,symmetric,Auto,none,4.8291,0.1415,4.9706,46885184,3,1.739e-05,false,1.520e-03,1.0000,true,35 35 35,630,ok
35,3,Float32,1e-06,1e-08,symmetric,SymmetricGram,none,12.3755,0.2378,12.6133,179213848,3,1.391e-07,false,2.807e-05,1.0000,true,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,universal,SylverLining/Gram,GramSolver,659.6168,0.0000,659.6168,350624080,0,NaN,false,NaN,NaN,false,35 35 35,630,error: no nontrivial derivations at tol = 1.0e-6
35,3,Float64,1e-06,1e-16,universal,SylverLining/Lanczos,LanczosSolver,258.7690,0.0000,258.7690,1060099776,0,NaN,false,NaN,NaN,false,35 35 35,630,error: no nontrivial derivations at tol = 1.0e-6
35,3,Float64,1e-06,1e-16,universal,Auto,none,8.7173,0.2411,8.9584,121713232,1,3.161e-09,false,2.970e-01,0.9118,false,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,universal,QuickDer/Auto,AutoSolver,9.1172,0.3036,9.4208,84377648,3,9.840e-10,false,4.115e-02,0.9983,false,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,universal,QuickDer/Arpack,ArpackSolver,5.8304,0.2060,6.0364,80335968,2,1.824e-09,false,2.490e-01,0.9380,false,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,universal,QuickDer/Gram,GramSolver,4.9075,0.3075,5.2150,85381872,5,1.939e-09,false,1.968e-01,0.9613,false,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,universal,QuickDer3,none,84.5971,0.3500,84.9471,260820896,13,1.985e-15,false,2.541e-01,0.9354,false,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,symmetric,SylverLining/Auto,AutoSolver,177.7962,0.2518,178.0479,18011888,3,2.355e-14,false,5.212e-14,1.0000,true,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,symmetric,SylverLining/LU,LUSolver,386.7355,0.3279,387.0634,114291312,3,1.823e-15,false,4.217e-14,1.0000,true,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,symmetric,SylverLining/Gram,GramSolver,1243.4710,0.0006,1243.4715,117510560,3,9.185e-16,false,2.961e-14,1.0000,true,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,symmetric,SylverLining/Arpack,ArpackSolver,198.9902,0.3128,199.3030,15536480,3,1.270e-15,false,3.204e-12,1.0000,true,35 35 35,630,ok
35,3,Float64,1e-06,1e-16,symmetric,SylverLining/Lanczos,LanczosSolver,60.9329,0.0000,60.9329,111552448,0,NaN,false,NaN,NaN,false,35 35 35,630,error: no nontrivial derivations at tol = 1.0e-6
35,3,Float64,1e-06,1e-16,symmetric,Auto,none,5.1292,0.0000,5.1292,79246912,0,NaN,false,NaN,NaN,false,35 35 35,630,error: no nontrivial derivations at tol = 1.0e-6
35,3,Float64,1e-06,1e-16,symmetric,SymmetricGram,none,16.1743,0.0288,16.2031,356397160,3,2.053e-16,false,1.792e-14,1.0000,true,35 35 35,630,ok
40,3,Float32,1e-06,1e-08,universal,Auto,none,5.7619,0.2457,6.0076,53110944,13,3.231e-07,false,2.455e-01,0.9397,false,40 40 40,820,ok
40,3,Float32,1e-06,1e-08,universal,QuickDer/Auto,AutoSolver,4.4340,0.0333,4.4673,53108928,13,3.519e-07,false,2.219e-01,0.9507,false,40 40 40,820,ok
40,3,Float32,1e-06,1e-08,universal,QuickDer/Arpack,ArpackSolver,8.4272,0.1770,8.6043,53108992,13,3.893e-07,false,7.057e-02,0.9950,false,40 40 40,820,ok
40,3,Float32,1e-06,1e-08,universal,QuickDer/Gram,GramSolver,7.7372,0.2348,7.9720,53108928,13,3.645e-07,false,1.445e-01,0.9791,false,40 40 40,820,ok
40,3,Float32,1e-06,1e-08,symmetric,SylverLining/Lanczos,LanczosSolver,60.6951,0.0000,60.6951,83564016,0,NaN,false,NaN,NaN,false,40 40 40,820,error: no nontrivial derivations at tol = 1.0e-6
40,3,Float32,1e-06,1e-08,symmetric,Auto,none,6.2580,0.0005,6.2585,53187248,3,2.878e-06,false,2.991e-05,1.0000,true,40 40 40,820,ok
40,3,Float32,1e-06,1e-08,symmetric,SymmetricGram,none,32.4198,0.1729,32.5927,508849208,3,1.072e-07,false,2.806e-05,1.0000,true,40 40 40,820,ok
40,3,Float64,1e-06,1e-16,universal,Auto,none,16.5775,0.1258,16.7033,337242528,13,3.703e-08,false,2.063e-01,0.9575,false,40 40 40,820,ok
40,3,Float64,1e-06,1e-16,universal,QuickDer/Auto,AutoSolver,18.4256,0.2012,18.6268,338963424,13,2.872e-08,false,1.084e-01,0.9883,false,40 40 40,820,ok
40,3,Float64,1e-06,1e-16,universal,QuickDer/Arpack,ArpackSolver,18.8624,0.2557,19.1182,338963424,13,3.586e-08,false,1.681e-01,0.9718,false,40 40 40,820,ok
40,3,Float64,1e-06,1e-16,universal,QuickDer/Gram,GramSolver,16.8258,0.2169,17.0427,338963424,13,2.499e-08,false,1.691e-01,0.9714,false,40 40 40,820,ok
40,3,Float64,1e-06,1e-16,symmetric,Auto,none,26.3988,0.0101,26.4089,346363792,3,1.530e-07,false,5.621e-06,1.0000,true,40 40 40,820,ok
40,3,Float64,1e-06,1e-16,symmetric,SymmetricGram,none,21.1703,0.2777,21.4480,642198520,3,2.103e-16,false,2.226e-14,1.0000,true,40 40 40,820,ok
45,3,Float32,1e-06,1e-08,universal,Auto,none,10.1043,0.2282,10.3326,88571200,13,2.509e-07,false,2.183e-01,0.9523,false,45 45 45,1035,ok
45,3,Float32,1e-06,1e-08,universal,QuickDer/Auto,AutoSolver,8.5943,0.2126,8.8069,88569248,13,3.662e-07,false,1.730e-01,0.9701,false,45 45 45,1035,ok
45,3,Float32,1e-06,1e-08,universal,QuickDer/Arpack,ArpackSolver,8.8263,0.2866,9.1128,88569248,13,3.230e-07,false,1.183e-01,0.9860,false,45 45 45,1035,ok
45,3,Float32,1e-06,1e-08,universal,QuickDer/Gram,GramSolver,9.4084,0.0611,9.4694,88569248,13,2.099e-07,false,2.127e-01,0.9547,false,45 45 45,1035,ok
