d,valence,eltype,tol,ops,method,solver,der_seconds,strat_seconds,total_seconds,bytes,nullity,lsq_err,support,perm_ok,dims,nnz,status
80,3,Float64,1e-16,symmetric,Auto,none,9.4099,0.0000,9.4099,467284016,0,NaN,NaN,false,80 80 80,3240,error: no nontrivial derivations at tol = 1.0e-16
80,3,Float64,1e-16,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,80 80 80,3240,error: ArgumentError: SymmetricGram estimates 3590798720 bytes for d=80; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
85,3,Float32,1e-08,universal,Auto,none,13.9928,0.2051,14.1979,382577600,13,1.336e-01,0.9821,false,85 85 85,3655,ok
85,3,Float32,1e-08,universal,QuickDer,none,7.6322,0.1734,7.8056,382575712,13,1.274e-01,0.9838,false,85 85 85,3655,ok
85,3,Float32,1e-08,symmetric,Auto,none,9.8935,0.1167,10.0101,399821984,3,9.178e-05,1.0000,true,85 85 85,3655,ok
85,3,Float32,1e-08,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,85 85 85,3655,error: ArgumentError: SymmetricGram estimates 2285090020 bytes for d=85; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
85,3,Float64,1e-16,universal,Auto,none,12.3233,0.0000,12.3233,487109040,0,NaN,NaN,false,85 85 85,3655,error: no nontrivial derivations at tol = 1.0e-16
85,3,Float64,1e-16,universal,QuickDer,none,8.2892,0.0000,8.2892,487107088,0,NaN,NaN,false,85 85 85,3655,error: no nontrivial derivations at tol = 1.0e-16
85,3,Float64,1e-16,symmetric,Auto,none,8.4014,0.0000,8.4014,487109040,0,NaN,NaN,false,85 85 85,3655,error: no nontrivial derivations at tol = 1.0e-16
85,3,Float64,1e-16,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,85 85 85,3655,error: ArgumentError: SymmetricGram estimates 4570180040 bytes for d=85; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
90,3,Float32,1e-08,universal,Auto,none,13.2077,0.2817,13.4894,415858256,13,2.283e-02,0.9995,false,90 90 90,4095,ok
90,3,Float32,1e-08,universal,QuickDer,none,11.4300,0.1432,11.5732,412677808,13,9.250e-02,0.9914,false,90 90 90,4095,ok
90,3,Float32,1e-08,symmetric,Auto,none,12.6014,0.3269,12.9282,428775328,3,3.661e-05,1.0000,true,90 90 90,4095,ok
90,3,Float32,1e-08,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,90 90 90,4095,error: ArgumentError: SymmetricGram estimates 2868775380 bytes for d=90; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
90,3,Float64,1e-16,universal,Auto,none,10.6098,0.0000,10.6098,566860256,0,NaN,NaN,false,90 90 90,4095,error: no nontrivial derivations at tol = 1.0e-16
90,3,Float64,1e-16,universal,QuickDer,none,12.9651,0.0000,12.9651,566858304,0,NaN,NaN,false,90 90 90,4095,error: no nontrivial derivations at tol = 1.0e-16
90,3,Float64,1e-16,symmetric,Auto,none,10.9169,0.0000,10.9169,566860256,0,NaN,NaN,false,90 90 90,4095,error: no nontrivial derivations at tol = 1.0e-16
90,3,Float64,1e-16,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,90 90 90,4095,error: ArgumentError: SymmetricGram estimates 5737550760 bytes for d=90; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
95,3,Float32,1e-08,universal,Auto,none,15.4249,0.5996,16.0245,467278528,13,1.324e-01,0.9825,false,95 95 95,4560,ok
95,3,Float32,1e-08,universal,QuickDer,none,15.1155,1.2542,16.3697,467276576,13,1.124e-01,0.9874,false,95 95 95,4560,ok
95,3,Float32,1e-08,symmetric,Auto,none,13.4656,1.2256,14.6912,491187440,3,4.409e-05,1.0000,true,95 95 95,4560,ok
95,3,Float32,1e-08,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,95 95 95,4560,error: ArgumentError: SymmetricGram estimates 3557783440 bytes for d=95; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
95,3,Float64,1e-16,universal,Auto,none,12.9386,0.0000,12.9386,616094176,0,NaN,NaN,false,95 95 95,4560,error: no nontrivial derivations at tol = 1.0e-16
95,3,Float64,1e-16,universal,QuickDer,none,10.9133,0.0000,10.9133,616092224,0,NaN,NaN,false,95 95 95,4560,error: no nontrivial derivations at tol = 1.0e-16
95,3,Float64,1e-16,symmetric,Auto,none,12.5963,0.0000,12.5963,616094176,0,NaN,NaN,false,95 95 95,4560,error: no nontrivial derivations at tol = 1.0e-16
95,3,Float64,1e-16,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,95 95 95,4560,error: ArgumentError: SymmetricGram estimates 7115566880 bytes for d=95; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
100,3,Float32,1e-08,universal,Auto,none,17.8633,1.6433,19.5066,636008816,13,1.464e-01,0.9786,false,100 100 100,5050,ok
100,3,Float32,1e-08,universal,QuickDer,none,14.7064,0.4706,15.1770,636006864,13,1.404e-01,0.9803,false,100 100 100,5050,ok
100,3,Float32,1e-08,symmetric,Auto,none,19.4411,0.2130,19.6541,655010832,3,4.293e-05,1.0000,true,100 100 100,5050,ok
100,3,Float32,1e-08,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,100 100 100,5050,error: ArgumentError: SymmetricGram estimates 4364087200 bytes for d=100; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
100,3,Float64,1e-16,universal,Auto,none,14.0605,0.0000,14.0605,766794768,0,NaN,NaN,false,100 100 100,5050,error: no nontrivial derivations at tol = 1.0e-16
100,3,Float64,1e-16,universal,QuickDer,none,13.6844,0.0000,13.6844,766792816,0,NaN,NaN,false,100 100 100,5050,error: no nontrivial derivations at tol = 1.0e-16
100,3,Float64,1e-16,symmetric,Auto,none,14.5819,0.0000,14.5819,766794768,0,NaN,NaN,false,100 100 100,5050,error: no nontrivial derivations at tol = 1.0e-16
100,3,Float64,1e-16,symmetric,SymmetricGram,none,0.0000,0.0000,0.0000,0,0,NaN,NaN,false,100 100 100,5050,error: ArgumentError: SymmetricGram estimates 8728174400 bytes for d=100; above max_bytes=1073741824; raise max_bytes explicitly or use :SylverLining
