d,valence,eltype,solve_tol,target,ops,method,solver,threads,heap_hint_gb,timeout_s,der_seconds,strat_seconds,total_seconds,bytes,nullity,residual,meets_target,lsq_err,support,perm_ok,dims,nnz,status
45,3,Float32,1e-08,1e-08,universal,SylverLining/SVD,SVDSolver,8,10.0,30.0,13.9073,0.0009,13.9083,1044040832,14,0.000152245003846474,false,0.18218114779099553,0.9668100293897846,false,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,universal,SylverLining/SVD,SVDSolver,8,10.0,30.0,13.5899,0.0009,13.5908,1044040832,14,0.00015010782226454467,false,0.23627889704807706,0.9441722828099008,false,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,universal,SylverLining/SVD,SVDSolver,8,10.0,30.0,13.6766,0.0009,13.6775,1044040832,14,0.00012835717643611133,false,0.2348542956423479,0.9448434598184688,false,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,Auto,none,8,10.0,30.0,0.0305,0.0010,0.0315,71456208,3,6.727209893142572e-6,false,0.00012297395011749988,0.9999999848774516,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,Auto,none,8,10.0,30.0,0.0276,0.0005,0.0281,71456208,3,4.946367880620528e-6,false,2.5942871586068336e-5,0.9999999993270603,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,Auto,none,8,10.0,30.0,0.0420,0.0005,0.0426,71456208,3,5.94797711528372e-6,false,0.0001258542602991706,0.9999999841607443,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,30.0,0.6160,0.0005,0.6165,14074768,3,1.3513513295038138e-6,false,6.966984529960085e-5,0.9999999951463647,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,30.0,0.5849,0.0005,0.5854,14071184,3,9.19638182494964e-7,false,4.463630082130315e-5,0.9999999980077613,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,30.0,0.5800,0.0005,0.5805,14071504,3,7.794550356265972e-7,false,6.166824827718185e-5,0.9999999961972801,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,30.0,1.6890,0.0012,1.6902,131563088,3,4.5300367901290883e-7,false,2.8091741222411773e-5,0.9999999992110101,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,30.0,1.7165,0.0006,1.7171,131563088,3,3.106339363512234e-7,false,2.8893015429408632e-5,0.999999999165442,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,30.0,1.6871,0.0005,1.6877,131563088,3,2.9686850666621467e-7,false,2.5721405023399734e-5,0.9999999993385678,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,30.0,1.9385,0.0005,1.9391,125170688,3,3.445835830007127e-7,false,2.1547296648857716e-5,0.9999999995359554,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,30.0,1.9517,0.0005,1.9523,125170688,3,3.401806054625922e-7,false,2.1037953697763915e-5,0.9999999995575448,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,30.0,2.0289,0.0005,2.0294,125170688,3,3.5272864806756843e-7,false,2.4151607051989622e-5,0.9999999994168526,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,30.0,0.6025,0.0005,0.6030,14069856,3,6.222355182217143e-7,false,6.11423650762172e-5,0.9999999962618638,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,30.0,0.5976,0.0006,0.5981,14073312,3,1.5350033208960667e-6,false,4.978245848319627e-5,0.9999999975218617,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,30.0,0.5891,0.0005,0.5896,14071584,3,9.218518925990793e-7,false,0.000167475527916772,0.999999971952151,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,30.0,0.6128,0.0006,0.6134,42219008,3,2.5147671749436995e-6,false,0.00019991119042412234,0.999999960035647,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,30.0,0.6824,0.0005,0.6829,45514576,3,1.7475980484960019e-6,false,6.714966133562671e-5,0.9999999954911618,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,30.0,0.6092,0.0006,0.6097,41758608,3,2.1677867607650114e-6,false,0.00010117674796081867,0.9999999897634422,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,30.0,3.2834,0.0005,3.2839,309310192,3,5.874445037079568e-7,false,2.8593100295815407e-5,0.99999999918264,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,30.0,3.1811,0.0006,3.1817,309310192,3,5.466821448862902e-7,false,4.2107069397163826e-5,0.9999999982271786,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,30.0,3.2189,0.0005,3.2194,309310192,3,8.831917170937231e-7,false,4.0906408860436675e-5,0.9999999983268689,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,30.0,0.3163,0.0005,0.3168,688543800,3,8.756204294968484e-8,false,7.1280253484827845e-6,0.9999999999493742,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,30.0,0.2753,0.0005,0.2758,688543800,3,1.0618114743010665e-7,false,6.951069786445324e-6,0.9999999999519424,true,45 45 45,1035,ok
45,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,30.0,0.2705,0.0005,0.2710,688543800,3,1.116734296147115e-7,false,7.77545281106965e-6,0.9999999999398008,true,45 45 45,1035,ok
50,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0582,0.0011,0.0593,102774544,11,4.0596916051072185e-7,false,0.17989502518354297,0.9676377799144833,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0438,0.0011,0.0450,103632832,14,2.407438159934827e-7,false,0.15246026410358454,0.9767558678696151,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0491,0.0011,0.0501,103914400,14,4.1794768890213163e-7,false,0.07990167871597693,0.9936157217384707,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0908,0.0011,0.0919,104363120,12,3.3931519283214584e-7,false,0.20670683819483762,0.9572722830478414,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0469,0.0011,0.0480,103912448,14,2.6147560561184946e-7,false,0.11684158814495224,0.9863480432815147,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0419,0.0011,0.0430,100785872,12,1.2340882449279889e-7,false,0.2487856276790725,0.938105711460532,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0410,0.0011,0.0421,103630880,14,2.47263926667074e-7,false,0.10619512073367175,0.9887225963324853,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0411,0.0010,0.0421,100785872,12,3.1179803272607387e-7,false,0.20964390950469355,0.9560494312077815,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0386,0.0010,0.0396,103630880,14,2.8632169346565206e-7,false,0.1360380473415843,0.9814936496756558,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.0419,0.0011,0.0430,103630880,14,2.43978888647689e-7,false,0.11361559558084117,0.9870914964409464,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.0436,0.0011,0.0447,102291248,13,2.7885690201401303e-7,false,0.18780295984274542,0.964730048274643,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.0394,0.0011,0.0405,102291248,13,2.1257829985188437e-7,false,0.11892963409349801,0.9858557421346602,false,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,universal,SylverLining/SVD,SVDSolver,8,10.0,60.0,NaN,NaN,NaN,0,0,NaN,false,NaN,NaN,false,50 50 50,1275,timeout
50,3,Float32,1e-08,1e-08,universal,SylverLining/SVD,SVDSolver,8,10.0,60.0,NaN,NaN,NaN,0,0,NaN,false,NaN,NaN,false,50 50 50,1275,skipped_after_retire
50,3,Float32,1e-08,1e-08,universal,SylverLining/SVD,SVDSolver,8,10.0,60.0,NaN,NaN,NaN,0,0,NaN,false,NaN,NaN,false,50 50 50,1275,skipped_after_retire
50,3,Float32,1e-08,1e-08,symmetric,Auto,none,8,10.0,60.0,0.2338,0.0000,0.2338,468691808,0,NaN,false,NaN,NaN,false,50 50 50,1275,error: no nontrivial derivations at tol = 1.0e-8
50,3,Float32,1e-08,1e-08,symmetric,Auto,none,8,10.0,60.0,0.1951,0.0000,0.1951,471156288,0,NaN,false,NaN,NaN,false,50 50 50,1275,error: no nontrivial derivations at tol = 1.0e-8
50,3,Float32,1e-08,1e-08,symmetric,Auto,none,8,10.0,60.0,0.1943,0.0000,0.1943,469149728,0,NaN,false,NaN,NaN,false,50 50 50,1275,error: no nontrivial derivations at tol = 1.0e-8
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,0.8793,0.0006,0.8800,17450096,4,2.2031032131053507e-5,false,0.0007702766272867247,0.9999994066740077,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,0.9195,0.0006,0.9202,17448368,4,1.842760138970334e-5,false,0.0003218582246585049,0.9999998964073681,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,0.7294,0.0006,0.7300,17121760,4,1.789163979992736e-5,false,2.9735607362305752e-5,0.9999999991160303,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,2.7025,0.0006,2.7032,195192352,4,1.356792745355051e-5,false,8.849041448466129e-5,0.9999999921697751,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,2.6846,0.0007,2.6854,195192352,4,2.6173725586886576e-7,false,2.5783678170138943e-5,0.9999999993354501,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,2.7373,0.0007,2.7380,195192352,4,1.7574484445503913e-5,false,6.242398632072782e-5,0.9999999961034376,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,3.1648,0.0006,3.1654,187450320,4,2.419646807538811e-5,false,5.485104053859942e-5,0.9999999969916773,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,3.1467,0.0006,3.1473,187450320,4,7.514289336540969e-6,false,0.00023262614642016258,0.9999999458852276,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,3.2728,0.0007,3.2734,187450320,4,1.6528709920748952e-6,false,3.455865185972683e-5,0.999999998805873,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,60.0,0.9346,0.0006,0.9352,17448448,4,3.822204689640785e-6,false,6.475086633031746e-5,0.9999999958077068,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,60.0,0.8837,0.0006,0.8843,17450176,4,2.341465005883947e-5,false,0.000709550479322659,0.9999994965383295,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,60.0,0.7452,0.0006,0.7458,17121520,4,1.2817881724913605e-5,false,0.001212799482822688,0.99999852911756,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,60.0,0.7711,0.0006,0.7717,45251232,4,1.8150469259126112e-5,false,0.0001667478991963342,0.999999972195242,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,60.0,0.7562,0.0006,0.7568,45304832,4,2.6829788112081587e-5,false,0.0021421613751719196,0.9999954111447178,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,60.0,0.8610,0.0006,0.8616,48619072,4,1.4850577827019151e-5,false,0.0001812900302947181,0.9999999671340418,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,60.0,5.4359,0.0006,5.4365,419259072,4,1.8455095414537936e-5,false,3.428616217705862e-5,0.999999998824625,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,60.0,5.3247,0.0006,5.3253,419259072,4,2.216481152572669e-5,false,5.846882650462962e-5,0.9999999965816694,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,60.0,5.4251,0.0007,5.4257,419259072,4,2.8025155188515782e-5,false,0.00018427384694707933,0.9999999660432127,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,60.0,0.4506,0.0006,0.4512,1041011448,3,7.726303152821856e-8,false,1.5960130924500008e-5,0.9999999997456546,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,60.0,0.4247,0.0006,0.4253,1023906552,3,9.379202481341053e-8,false,2.0899768307267167e-5,0.9999999995634202,true,50 50 50,1275,ok
50,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,60.0,0.4198,0.0006,0.4204,1024643832,3,9.345021112494578e-8,false,8.147666785477073e-6,0.9999999999339667,true,50 50 50,1275,ok
55,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0460,0.0015,0.0475,121328592,13,2.7918483169742103e-7,false,0.09736465287524847,0.9905201243706664,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0469,0.0019,0.0488,121328528,13,3.4685183436522493e-7,false,0.1335595243838123,0.9821618534729354,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0533,0.0017,0.0550,121328528,13,2.6409549036543467e-7,false,0.17318175172101655,0.9700080808712087,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0465,0.0014,0.0479,121326640,13,4.784718043993053e-7,false,0.15713033575486726,0.9753100575859134,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0513,0.0020,0.0533,121326640,13,4.1052743426917004e-7,false,0.18412785924089334,0.9660969314517539,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0495,0.0017,0.0512,121326576,13,3.875328502545017e-7,false,0.19965557776451434,0.9601376502679388,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0547,0.0014,0.0561,121326640,13,3.676481696857081e-7,false,0.17451818701732852,0.9695434024006637,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0451,0.0014,0.0465,121326640,13,4.1229858993574453e-7,false,0.13011351974278126,0.98307047198053,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0557,0.0016,0.0573,121326640,13,2.3124391645978903e-7,false,0.07173316524170738,0.9948543530045503,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.0471,0.0013,0.0484,121326640,13,4.1136632944471785e-7,false,0.05454104445058824,0.9970252744705282,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.0444,0.0013,0.0458,121326576,13,2.4822327304718783e-7,false,0.1464226866782062,0.9785603968263262,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.0518,0.0013,0.0531,121326640,13,3.777011841066269e-7,false,0.17104805494931466,0.970742562898298,false,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,1.1341,0.0007,1.1349,24455120,3,3.5865306813320785e-7,false,4.931421809797464e-5,0.9999999975685236,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,1.0997,0.0008,1.1005,24453584,3,7.183610932770534e-7,false,0.00010616039452628352,0.9999999887304059,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,1.2385,0.0007,1.2392,24622416,3,6.557380629601539e-7,false,0.00019762300539348583,0.9999999609453802,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,4.6544,0.0008,4.6552,280740208,3,3.9004873997328104e-7,false,2.6038718810336178e-5,0.9999999993223364,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,4.7139,0.0008,4.7147,280740208,3,3.779764767841698e-7,false,1.975965020477249e-5,0.9999999996099199,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,4.6284,0.0007,4.6291,280740208,3,3.734535312105436e-7,false,2.113952015011867e-5,0.999999999553565,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,5.5974,0.0007,5.5982,271257376,3,2.2242238628678024e-7,false,0.00017395808584622113,0.9999999697387526,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,5.7252,0.0008,5.7260,271257376,3,3.149988287987071e-7,false,4.758198240530738e-5,0.9999999977363427,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,5.5641,0.0008,5.5649,271257376,3,2.321811081174019e-7,false,5.317744946931284e-5,0.9999999971724753,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,60.0,1.1905,0.0007,1.1912,22689376,3,4.956910970577155e-7,false,4.390132132661339e-5,0.9999999980729976,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,60.0,1.1852,0.0014,1.1867,22685600,3,4.2147479462073534e-7,false,3.746026072284191e-5,0.9999999985971822,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,60.0,1.1358,0.0008,1.1366,22685728,3,4.777079993800726e-7,false,8.267497418236753e-5,0.9999999931651385,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,60.0,2.1041,0.0007,2.1048,105838992,3,1.12836926291493e-6,false,0.00015017986978812603,0.9999999774463028,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,60.0,1.0288,0.0007,1.0294,53163056,3,6.762328439435805e-7,false,5.852968697094785e-5,0.9999999965747253,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/Krylov,KrylovSolver,8,10.0,60.0,1.0083,0.0007,1.0090,53799952,3,1.2008280236841529e-6,false,0.00042048567366310296,0.9999998231919532,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,60.0,9.4439,0.0009,9.4448,609930768,3,1.0476728675712366e-6,false,9.928099097326086e-5,0.9999999901434211,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,60.0,9.6363,0.0008,9.6370,609930768,3,8.194489282686845e-7,false,3.638738401422792e-5,0.999999998676212,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SylverLining/SVD,SVDSolver,8,10.0,60.0,9.3892,0.0008,9.3899,609930768,3,7.437788553943392e-7,false,6.252850513201396e-5,0.9999999960903665,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,60.0,0.6817,0.0007,0.6824,1491429032,3,7.619165387495741e-8,false,0.000396443799912365,0.9999998428324521,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,60.0,0.6576,0.0007,0.6583,1461610152,3,8.311708654673566e-8,false,8.656267729018136e-6,0.9999999999255004,true,55 55 55,1540,ok
55,3,Float32,1e-08,1e-08,symmetric,SymmetricGram,none,8,10.0,60.0,0.6203,0.0008,0.6210,1461610152,3,8.055678080154394e-8,false,1.2775746423986929e-5,0.9999999998371187,true,55 55 55,1540,ok
60,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0655,0.0017,0.0672,157799024,14,2.081614866256132e-6,false,0.14199722514606317,0.979836788051197,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0746,0.0016,0.0762,157798960,14,5.905670263928187e-7,false,0.2632867623481204,0.930680080772548,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,Auto,none,8,10.0,60.0,0.0660,0.0022,0.0681,157798960,14,2.974780500153429e-6,false,0.10768139618322595,0.9884047169168222,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0976,0.0018,0.0995,154733264,14,3.3831772725534393e-6,false,0.21539356064020307,0.9536056140350578,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0789,0.0016,0.0805,154733264,14,2.767954129012651e-6,false,0.11397764525709564,0.9870090963818541,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Auto,AutoSolver,8,10.0,60.0,0.0751,0.0016,0.0767,154733264,14,9.192719403472438e-7,false,0.23152583485694755,0.9463957877939699,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0660,0.0017,0.0676,154733264,14,4.044354682264384e-6,false,0.0992018453513435,0.9901589938813302,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0696,0.0017,0.0713,154733264,14,1.2307548331591533e-6,false,0.2258304727792903,0.9490005975647269,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Arpack,ArpackSolver,8,10.0,60.0,0.0688,0.0016,0.0705,154733264,14,1.2156617685832316e-6,false,0.19430964377356222,0.9622437623369987,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.1214,0.0016,0.1230,154733264,14,9.522992172605882e-7,false,0.2509049700878951,0.937046695985667,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.0873,0.0017,0.0890,157797072,14,1.3647037349073798e-6,false,0.2573449514684512,0.9337735759539457,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,universal,QuickDer/Gram,GramSolver,8,10.0,60.0,0.0683,0.0017,0.0700,154733264,14,1.4808933883614372e-6,false,0.09158387380114741,0.9916123940599333,false,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,1.3643,0.0008,1.3651,29497344,3,4.2291767954338866e-7,false,3.46254354269306e-5,0.9999999988016711,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,1.3463,0.0009,1.3471,29498880,3,3.2836599075380946e-6,false,0.00041255827574022513,0.9999998297959463,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/Auto,AutoSolver,8,10.0,60.0,1.4419,0.0008,1.4426,29502336,3,1.9021291564058629e-6,false,0.00020379094167816085,0.9999999584698481,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,6.3427,0.0009,6.3436,391339648,3,3.220924895686039e-7,false,3.6625975313573626e-5,0.9999999986592063,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,6.4641,0.0008,6.4649,391339648,3,3.392543135305459e-7,false,2.916583594387314e-5,0.9999999991498294,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/Gram,GramSolver,8,10.0,60.0,7.1171,0.0008,7.1179,391339648,3,2.70842235750024e-7,false,0.0002940532768498563,0.9999999135328222,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,7.9993,0.0010,8.0003,380394544,3,4.093358256795909e-7,false,6.476060389322495e-5,0.9999999958067317,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,8.0270,0.0009,8.0279,380394544,3,6.530643190671981e-7,false,4.7044013136288544e-5,0.9999999977875477,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/LU,LUSolver,8,10.0,60.0,7.8715,0.0008,7.8724,380394544,3,4.014894727788487e-7,false,6.163555327382484e-5,0.999999996201434,true,60 60 60,1830,ok
60,3,Float32,1e-08,1e-08,symmetric,SylverLining/Arpack,ArpackSolver,8,10.0,60.0,1.5059,0.0008,1.5067,25634064,3,1.5469378240595688e-6,false,0.00015177818238531015,0.9999999769638421,true,60 60 60,1830,ok
