case,truth,T,n,solver,knob,value,nullity,rule,certified,undecidable,floor_binding,gap,near_null,solve_s,spec1,spec2,spec3,spec4,spec5
sphere3-d10,3,Float64,165,SVDSolver,c,1.0,3,gap,true,0,true,3.458e+13,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,2.0,3,gap,true,0,true,1.729e+13,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,3.0,3,gap,true,0,true,1.153e+13,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,5.0,3,gap,true,0,true,6.916e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,10.0,3,gap,true,0,true,3.458e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,20.0,3,gap,true,0,true,1.729e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,30.0,3,gap,true,0,true,1.153e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,100.0,3,gap,true,0,true,3.458e+11,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,300.0,3,gap,true,0,true,1.153e+11,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,1000.0,3,gap,true,0,true,3.458e+10,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,c,10000.0,3,gap,true,0,true,3.458e+09,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,tol,0.001,3,gap,true,0,true,6.916e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,tol,0.0001,3,gap,true,0,true,6.916e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,tol,1.0e-5,3,gap,true,0,true,6.916e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,tol,1.0e-6,3,gap,true,0,true,6.916e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,tol,1.0e-7,3,gap,true,0,true,6.916e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,tol,1.0e-8,3,gap,true,0,true,6.916e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,SVDSolver,tol,1.0e-9,3,gap,true,0,true,6.916e+12,0,0.153,3.049e-17,6.308e-17,6.308e-17,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,1.0,3,gap,true,0,false,3.122e+13,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,2.0,3,gap,true,0,true,1.729e+13,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,3.0,3,gap,true,0,true,1.153e+13,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,5.0,3,gap,true,0,true,6.916e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,10.0,3,gap,true,0,true,3.458e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,20.0,3,gap,true,0,true,1.729e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,30.0,3,gap,true,0,true,1.153e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,100.0,3,gap,true,0,true,3.458e+11,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,300.0,3,gap,true,0,true,1.153e+11,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,1000.0,3,gap,true,0,true,3.458e+10,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,c,10000.0,3,gap,true,0,true,3.458e+09,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,tol,0.001,3,gap,true,0,true,6.916e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,tol,0.0001,3,gap,true,0,true,6.916e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,tol,1.0e-5,3,gap,true,0,true,6.916e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,tol,1.0e-6,3,gap,true,0,true,6.916e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,tol,1.0e-7,3,gap,true,0,true,6.916e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,tol,1.0e-8,3,gap,true,0,true,6.916e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,GramSolver,tol,1.0e-9,3,gap,true,0,true,6.916e+12,0,0.309,1.583e-16,1.843e-16,2.46e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,1.0,3,gap,true,0,false,2.468e+13,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,2.0,3,gap,true,0,true,1.729e+13,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,3.0,3,gap,true,0,true,1.153e+13,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,5.0,3,gap,true,0,true,6.916e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,10.0,3,gap,true,0,true,3.458e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,20.0,3,gap,true,0,true,1.729e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,30.0,3,gap,true,0,true,1.153e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,100.0,3,gap,true,0,true,3.458e+11,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,300.0,3,gap,true,0,true,1.153e+11,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,1000.0,3,gap,true,0,true,3.458e+10,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,c,10000.0,3,gap,true,0,true,3.458e+09,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,tol,0.001,3,gap,true,0,true,6.916e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,tol,0.0001,3,gap,true,0,true,6.916e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,tol,1.0e-5,3,gap,true,0,true,6.916e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,tol,1.0e-6,3,gap,true,0,true,6.916e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,tol,1.0e-7,3,gap,true,0,true,6.916e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,tol,1.0e-8,3,gap,true,0,true,6.916e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,ArpackSolver,tol,1.0e-9,3,gap,true,0,true,6.916e+12,0,1.754,1.619e-17,2.421e-16,3.111e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,1.0,3,gap,true,0,true,3.458e+13,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,2.0,3,gap,true,0,true,1.729e+13,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,3.0,3,gap,true,0,true,1.153e+13,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,5.0,3,gap,true,0,true,6.916e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,10.0,3,gap,true,0,true,3.458e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,20.0,3,gap,true,0,true,1.729e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,30.0,3,gap,true,0,true,1.153e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,100.0,3,gap,true,0,true,3.458e+11,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,300.0,3,gap,true,0,true,1.153e+11,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,1000.0,3,gap,true,0,true,3.458e+10,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,c,10000.0,3,gap,true,0,true,3.458e+09,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,tol,0.001,3,gap,true,0,true,6.916e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,tol,0.0001,3,gap,true,0,true,6.916e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,tol,1.0e-5,3,gap,true,0,true,6.916e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,tol,1.0e-6,3,gap,true,0,true,6.916e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,tol,1.0e-7,3,gap,true,0,true,6.916e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,tol,1.0e-8,3,gap,true,0,true,6.916e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float64,165,KrylovSolver,tol,1.0e-9,3,gap,true,0,true,6.916e+12,0,3.965,3.166e-17,1.265e-16,1.554e-16,0.007679,0.01207
sphere3-d10,3,Float32,165,SVDSolver,c,1.0,2,threshold,false,0,true,2.029,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,2.0,2,threshold,false,0,true,1.014,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,3.0,3,gap,true,0,true,2.172e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,5.0,3,gap,true,0,true,1.303e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,10.0,3,gap,true,0,true,6516,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,20.0,3,gap,true,0,true,3258,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,30.0,3,gap,true,0,true,2172,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,100.0,3,gap,true,0,true,651.6,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,300.0,3,gap,true,0,true,217.2,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,1000.0,3,threshold,false,0,true,65.16,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,c,10000.0,3,threshold,false,0,true,6.516,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,tol,0.001,3,gap,true,0,true,1.303e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,tol,0.0001,3,gap,true,0,true,1.303e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,tol,1.0e-5,3,gap,true,0,true,1.303e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,tol,1.0e-6,3,gap,true,0,true,1.303e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,tol,1.0e-7,3,gap,true,0,true,1.303e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,tol,1.0e-8,3,gap,true,0,true,1.303e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,SVDSolver,tol,1.0e-9,3,gap,true,0,true,1.303e+04,0,0.201,3.807e-08,4.387e-08,2.418e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,1.0,2,threshold,false,0,true,1.011,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,2.0,3,gap,true,0,true,3.258e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,3.0,3,gap,true,0,true,2.172e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,5.0,3,gap,true,0,true,1.303e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,10.0,3,gap,true,0,true,6516,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,20.0,3,gap,true,0,true,3258,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,30.0,3,gap,true,0,true,2172,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,100.0,3,gap,true,0,true,651.6,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,300.0,3,gap,true,0,true,217.2,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,1000.0,3,threshold,false,0,true,65.16,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,c,10000.0,3,threshold,false,0,true,6.516,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,tol,0.001,3,gap,true,0,true,1.303e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,tol,0.0001,3,gap,true,0,true,1.303e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,tol,1.0e-5,3,gap,true,0,true,1.303e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,tol,1.0e-6,3,gap,true,0,true,1.303e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,tol,1.0e-7,3,gap,true,0,true,1.303e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,tol,1.0e-8,3,gap,true,0,true,1.303e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,GramSolver,tol,1.0e-9,3,gap,true,0,true,1.303e+04,0,0.435,8.872e-08,1.039e-07,1.205e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,1.0,1,threshold,false,0,true,1.307,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,2.0,3,gap,true,0,true,3.258e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,3.0,3,gap,true,0,true,2.172e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,5.0,3,gap,true,0,true,1.303e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,10.0,3,gap,true,0,true,6516,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,20.0,3,gap,true,0,true,3258,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,30.0,3,gap,true,0,true,2172,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,100.0,3,gap,true,0,true,651.6,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,300.0,3,gap,true,0,true,217.2,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,1000.0,3,threshold,false,0,true,65.16,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,c,10000.0,3,threshold,false,0,true,6.516,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,tol,0.001,3,gap,true,0,true,1.303e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,tol,0.0001,3,gap,true,0,true,1.303e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,tol,1.0e-5,3,gap,true,0,true,1.303e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,tol,1.0e-6,3,gap,true,0,true,1.303e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,tol,1.0e-7,3,gap,true,0,true,1.303e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,tol,1.0e-8,3,gap,true,0,true,1.303e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,ArpackSolver,tol,1.0e-9,3,gap,true,0,true,1.303e+04,0,1.198,3.211e-08,1.558e-07,2.192e-07,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,1.0,3,gap,true,0,true,6.516e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,2.0,3,gap,true,0,true,3.258e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,3.0,3,gap,true,0,true,2.172e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,5.0,3,gap,true,0,true,1.303e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,10.0,3,gap,true,0,true,6516,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,20.0,3,gap,true,0,true,3258,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,30.0,3,gap,true,0,true,2172,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,100.0,3,gap,true,0,true,651.6,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,300.0,3,gap,true,0,true,217.2,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,1000.0,3,threshold,false,0,true,65.16,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,c,10000.0,3,threshold,false,0,true,6.516,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,tol,0.001,3,gap,true,0,true,1.303e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,tol,0.0001,3,gap,true,0,true,1.303e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,tol,1.0e-5,3,gap,true,0,true,1.303e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,tol,1.0e-6,3,gap,true,0,true,1.303e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,tol,1.0e-7,3,gap,true,0,true,1.303e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,tol,1.0e-8,3,gap,true,0,true,1.303e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float32,165,KrylovSolver,tol,1.0e-9,3,gap,true,0,true,1.303e+04,0,3.493,2.7e-08,3.198e-08,4.316e-08,0.007767,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,1.0,2,threshold,false,1,true,2.032,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,2.0,2,threshold,false,1,true,1.016,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,3.0,3,gap,true,0,true,2.172e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,5.0,3,gap,true,0,true,1.303e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,10.0,3,gap,true,0,true,6516,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,20.0,3,gap,true,0,true,3258,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,30.0,3,gap,true,0,true,2172,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,100.0,3,gap,true,0,true,651.6,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,300.0,3,gap,true,0,true,217.2,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,1000.0,3,threshold,false,0,true,65.16,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,c,10000.0,3,threshold,false,0,true,6.516,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,tol,0.001,3,gap,true,0,true,1.303e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,tol,0.0001,3,gap,true,0,true,1.303e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,tol,1.0e-5,3,gap,true,0,true,1.303e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,tol,1.0e-6,3,gap,true,0,true,1.303e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,tol,1.0e-7,3,gap,true,0,true,1.303e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,tol,1.0e-8,3,gap,true,0,true,1.303e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,SVDSolver,tol,1.0e-9,3,gap,true,0,true,1.303e+04,0,0.003,3.807e-08,4.148e-08,2.422e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,GramSolver,c,1.0,3,gap,true,0,true,6.516e+04,0,0.002,7.443e-08,8.752e-08,1.038e-07,0.007768,0.01221
sphere3-d10,3,Float16,165,GramSolver,c,2.0,3,gap,true,0,true,3.258e+04,0,0.002,7.443e-08,8.752e-08,1.038e-07,0.007768,0.01221
