case,truth,T,n,solver,knob,value,nullity,rule,certified,undecidable,floor_binding,gap,near_null,solve_s,spec1,spec2,spec3,spec4,spec5
rand4-d6,3,Float32,144,KrylovSolver,tol,1.0e-6,3,gap,true,0,true,1.879e+05,0,0.003,1.115e-08,4.024e-08,1.155e-07,0.112,0.1168
rand4-d6,3,Float32,144,KrylovSolver,tol,1.0e-7,3,gap,true,0,true,1.879e+05,0,0.003,1.115e-08,4.024e-08,1.155e-07,0.112,0.1168
rand4-d6,3,Float32,144,KrylovSolver,tol,1.0e-8,3,gap,true,0,true,1.879e+05,0,0.003,1.115e-08,4.024e-08,1.155e-07,0.112,0.1168
rand4-d6,3,Float32,144,KrylovSolver,tol,1.0e-9,3,gap,true,0,true,1.879e+05,0,0.003,1.115e-08,4.024e-08,1.155e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,1.0,2,threshold,false,1,true,1.032,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,2.0,3,gap,true,0,true,4.697e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,3.0,3,gap,true,0,true,3.131e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,5.0,3,gap,true,0,true,1.879e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,10.0,3,gap,true,0,true,9.394e+04,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,20.0,3,gap,true,0,true,4.697e+04,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,30.0,3,gap,true,0,true,3.131e+04,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,100.0,3,gap,true,0,true,9394,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,300.0,3,gap,true,0,true,3131,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,1000.0,3,gap,true,0,true,939.4,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,c,10000.0,3,threshold,false,0,true,93.94,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,tol,0.001,3,gap,true,0,true,1.879e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,tol,0.0001,3,gap,true,0,true,1.879e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,tol,1.0e-5,3,gap,true,0,true,1.879e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,tol,1.0e-6,3,gap,true,0,true,1.879e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,tol,1.0e-7,3,gap,true,0,true,1.879e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,tol,1.0e-8,3,gap,true,0,true,1.879e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,SVDSolver,tol,1.0e-9,3,gap,true,0,true,1.879e+05,0,0.003,7.457e-08,1.034e-07,1.23e-07,0.112,0.1168
rand4-d6,3,Float16,144,GramSolver,c,1.0,0,threshold,false,3,false,1.059,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,2.0,3,gap,true,0,true,4.698e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,3.0,3,gap,true,0,true,3.132e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,5.0,3,gap,true,0,true,1.879e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,10.0,3,gap,true,0,true,9.395e+04,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,20.0,3,gap,true,0,true,4.698e+04,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,30.0,3,gap,true,0,true,3.132e+04,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,100.0,3,gap,true,0,true,9395,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,300.0,3,gap,true,0,true,3132,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,1000.0,3,gap,true,0,true,939.5,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,c,10000.0,3,threshold,false,0,true,93.95,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,tol,0.001,3,gap,true,0,true,1.879e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,tol,0.0001,3,gap,true,0,true,1.879e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,tol,1.0e-5,3,gap,true,0,true,1.879e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,tol,1.0e-6,3,gap,true,0,true,1.879e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,tol,1.0e-7,3,gap,true,0,true,1.879e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,tol,1.0e-8,3,gap,true,0,true,1.879e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,GramSolver,tol,1.0e-9,3,gap,true,0,true,1.879e+05,0,0.002,1.263e-07,1.464e-07,1.675e-07,0.112,0.1169
rand4-d6,3,Float16,144,ArpackSolver,c,1.0,3,gap,true,0,true,9.394e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,2.0,3,gap,true,0,true,4.697e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,3.0,3,gap,true,0,true,3.131e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,5.0,3,gap,true,0,true,1.879e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,10.0,3,gap,true,0,true,9.394e+04,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,20.0,3,gap,true,0,true,4.697e+04,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,30.0,3,gap,true,0,true,3.131e+04,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,100.0,3,gap,true,0,true,9394,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,300.0,3,gap,true,0,true,3131,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,1000.0,3,gap,true,0,true,939.4,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,c,10000.0,3,threshold,false,0,true,93.94,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,tol,0.001,3,gap,true,0,true,1.879e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,tol,0.0001,3,gap,true,0,true,1.879e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,tol,1.0e-5,3,gap,true,0,true,1.879e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,tol,1.0e-6,3,gap,true,0,true,1.879e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,tol,1.0e-7,3,gap,true,0,true,1.879e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,tol,1.0e-8,3,gap,true,0,true,1.879e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,ArpackSolver,tol,1.0e-9,3,gap,true,0,true,1.879e+05,0,0.004,3.804e-08,6.055e-08,8.052e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,1.0,3,gap,true,0,true,9.394e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,2.0,3,gap,true,0,true,4.697e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,3.0,3,gap,true,0,true,3.131e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,5.0,3,gap,true,0,true,1.879e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,10.0,3,gap,true,0,true,9.394e+04,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,20.0,3,gap,true,0,true,4.697e+04,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,30.0,3,gap,true,0,true,3.131e+04,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,100.0,3,gap,true,0,true,9394,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,300.0,3,gap,true,0,true,3131,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,1000.0,3,gap,true,0,true,939.4,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,c,10000.0,3,threshold,false,0,true,93.94,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,tol,0.001,3,gap,true,0,true,1.879e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,tol,0.0001,3,gap,true,0,true,1.879e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,tol,1.0e-5,3,gap,true,0,true,1.879e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,tol,1.0e-6,3,gap,true,0,true,1.879e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,tol,1.0e-7,3,gap,true,0,true,1.879e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,tol,1.0e-8,3,gap,true,0,true,1.879e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
rand4-d6,3,Float16,144,KrylovSolver,tol,1.0e-9,3,gap,true,0,true,1.879e+05,0,0.003,1.226e-08,5.727e-08,6.857e-08,0.112,0.1168
video-20x20x10x3,3,Float64,909,SVDSolver,c,1.0,3,gap,true,0,true,1.197e+12,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,2.0,3,gap,true,0,true,5.986e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,3.0,3,gap,true,0,true,3.991e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,5.0,3,gap,true,0,true,2.394e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,10.0,3,gap,true,0,true,1.197e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,20.0,3,gap,true,0,true,5.986e+10,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,30.0,3,gap,true,0,true,3.991e+10,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,100.0,3,gap,true,0,true,1.197e+10,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,300.0,3,gap,true,0,true,3.991e+09,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,1000.0,3,gap,true,0,true,1.197e+09,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,c,10000.0,3,gap,true,0,true,1.197e+08,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,tol,0.001,3,gap,true,0,true,2.394e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,tol,0.0001,3,gap,true,0,true,2.394e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,tol,1.0e-5,3,gap,true,0,true,2.394e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,tol,1.0e-6,3,gap,true,0,true,2.394e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,tol,1.0e-7,3,gap,true,0,true,2.394e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,tol,1.0e-8,3,gap,true,0,true,2.394e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,SVDSolver,tol,1.0e-9,3,gap,true,0,true,2.394e+11,0,0.270,2.368e-18,8.851e-18,1.605e-17,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,GramSolver,c,1.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,2.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,3.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,5.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,10.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,20.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,30.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,100.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,300.0,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,1000.0,3,gap,true,0,true,1.24e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,c,10000.0,3,gap,true,0,true,1.24e+08,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,tol,0.001,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,tol,0.0001,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,tol,1.0e-5,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,tol,1.0e-6,3,gap,true,0,false,2.187e+09,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,tol,1.0e-7,0,threshold,false,0,false,3.025,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,tol,1.0e-8,0,threshold,false,0,false,27.25,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,GramSolver,tol,1.0e-9,0,threshold,false,0,false,27.25,0,0.134,3.025e-14,4.851e-14,1.258e-13,0.0002753,0.000279
video-20x20x10x3,3,Float64,909,ArpackSolver,c,1.0,3,gap,true,0,true,1.197e+12,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,2.0,3,gap,true,0,true,5.986e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,3.0,3,gap,true,0,true,3.991e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,5.0,3,gap,true,0,true,2.394e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,10.0,3,gap,true,0,true,1.197e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,20.0,3,gap,true,0,true,5.986e+10,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,30.0,3,gap,true,0,true,3.991e+10,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,100.0,3,gap,true,0,true,1.197e+10,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,300.0,3,gap,true,0,true,3.991e+09,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,1000.0,3,gap,true,0,true,1.197e+09,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,c,10000.0,3,gap,true,0,true,1.197e+08,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,tol,0.001,3,gap,true,0,true,2.394e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,tol,0.0001,3,gap,true,0,true,2.394e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,tol,1.0e-5,3,gap,true,0,true,2.394e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,tol,1.0e-6,3,gap,true,0,true,2.394e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,tol,1.0e-7,3,gap,true,0,true,2.394e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,tol,1.0e-8,3,gap,true,0,true,2.394e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,ArpackSolver,tol,1.0e-9,3,gap,true,0,true,2.394e+11,0,0.308,2.596e-18,8.399e-17,1.583e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,1.0,3,gap,true,0,false,7.768e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,2.0,3,gap,true,0,true,5.986e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,3.0,3,gap,true,0,true,3.991e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,5.0,3,gap,true,0,true,2.394e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,10.0,3,gap,true,0,true,1.197e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,20.0,3,gap,true,0,true,5.986e+10,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,30.0,3,gap,true,0,true,3.991e+10,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,100.0,3,gap,true,0,true,1.197e+10,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,300.0,3,gap,true,0,true,3.991e+09,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,1000.0,3,gap,true,0,true,1.197e+09,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,c,10000.0,3,gap,true,0,true,1.197e+08,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,tol,0.001,3,gap,true,0,true,2.394e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,tol,0.0001,3,gap,true,0,true,2.394e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,tol,1.0e-5,3,gap,true,0,true,2.394e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,tol,1.0e-6,3,gap,true,0,true,2.394e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,tol,1.0e-7,3,gap,true,0,true,2.394e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,tol,1.0e-8,3,gap,true,0,true,2.394e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float64,909,KrylovSolver,tol,1.0e-9,3,gap,true,0,true,2.394e+11,0,2.844,5.293e-17,2.854e-16,3.422e-16,0.0002658,0.0002721
video-20x20x10x3,3,Float32,909,SVDSolver,c,1.0,2,threshold,false,0,true,1.026,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,2.0,3,gap,true,0,true,1115,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,3.0,3,gap,true,0,true,743.4,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,5.0,3,gap,true,0,true,446,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,10.0,3,gap,true,0,true,223,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,20.0,3,gap,true,0,true,111.5,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,30.0,3,threshold,false,0,true,74.34,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,100.0,3,threshold,false,0,true,22.3,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,300.0,3,threshold,false,0,true,7.434,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,1000.0,3,threshold,false,0,true,2.23,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,c,10000.0,24,threshold,false,0,true,NaN,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,tol,0.001,3,gap,true,0,true,446,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
video-20x20x10x3,3,Float32,909,SVDSolver,tol,0.0001,3,gap,true,0,true,446,0,0.198,3.364e-09,4.808e-09,1.223e-07,0.0002659,0.0002722
