d,solver,cfg,seconds,matvecs,converged,nbelow,l1,l2,l3,l4,threshold,l4_true
40,Arpack,nev=16;ncv=33;tol=1.0e-10,9.8924,567,16,3,3.680e-15,6.378e-15,1.899e-14,4.247e-01,1.639e-04,4.247e-01
40,Arpack,nev=16;ncv=33;tol=1.0e-8,9.8613,552,16,3,-1.293e-14,-1.272e-15,1.517e-14,4.247e-01,1.639e-04,4.247e-01
40,Arpack,nev=16;ncv=33;tol=1.0e-6,9.7483,536,16,3,-2.759e-14,-4.346e-15,3.601e-15,4.247e-01,1.639e-04,4.247e-01
40,Arpack,nev=16;ncv=66;tol=0.0,11.2462,567,16,3,-3.992e-15,1.638e-14,3.925e-14,4.247e-01,1.639e-04,4.247e-01
40,Arpack,nev=16;ncv=66;tol=1.0e-10,20.1053,545,16,3,-3.406e-14,-1.127e-14,-1.221e-15,4.247e-01,1.639e-04,4.247e-01
40,Arpack,nev=16;ncv=66;tol=1.0e-8,24.7714,506,16,3,-4.456e-15,1.820e-14,2.992e-14,4.247e-01,1.639e-04,4.247e-01
40,Arpack,nev=16;ncv=66;tol=1.0e-6,21.9364,467,16,3,-5.754e-14,2.517e-14,6.273e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=10;tol=1.0e-12,22.0724,407,1,1,-3.690e-14,4.247e-01,5.806e-01,1.068e+00,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=10;tol=1.0e-12,21.1102,407,1,1,6.027e-15,4.247e-01,5.806e-01,1.068e+00,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=10;tol=1.0e-8,22.4593,407,2,1,-3.690e-14,4.247e-01,5.806e-01,1.068e+00,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=10;tol=1.0e-8,18.7943,407,2,1,6.027e-15,4.247e-01,5.806e-01,1.068e+00,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=10;tol=1.0e-6,18.0087,392,3,1,-3.203e-14,4.247e-01,5.806e-01,1.064e+00,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=10;tol=1.0e-6,19.7607,392,3,1,6.027e-15,4.247e-01,5.806e-01,1.064e+00,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=16;tol=1.0e-12,22.2222,446,4,2,1.316e-14,3.758e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=16;tol=1.0e-12,19.0509,422,4,2,4.429e-15,2.782e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=16;tol=1.0e-8,18.5983,395,4,2,1.328e-14,5.736e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=16;tol=1.0e-8,20.6074,412,4,2,-5.217e-16,4.471e-15,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=16;tol=1.0e-6,16.5595,388,7,2,-1.949e-14,9.576e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=16;tol=1.0e-6,16.4476,387,4,2,4.435e-15,7.748e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=64;tol=1.0e-12,12.3526,325,7,2,-6.698e-14,-3.291e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=64;tol=1.0e-12,14.6280,325,7,2,2.564e-15,4.283e-15,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=64;tol=1.0e-8,13.0316,297,7,2,-9.032e-14,-5.793e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=64;tol=1.0e-8,13.9410,297,7,2,5.111e-16,2.697e-15,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=4;kd=64;tol=1.0e-6,12.7348,270,7,2,-2.585e-14,4.255e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=4;kd=64;tol=1.0e-6,11.0440,270,7,2,2.584e-15,4.881e-15,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=16;tol=1.0e-12,28.3298,638,8,3,1.515e-14,2.596e-14,3.823e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=16;tol=1.0e-12,29.5251,648,1,3,5.440e-15,6.314e-15,2.785e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=16;tol=1.0e-8,12.4922,541,9,3,3.711e-14,4.752e-14,6.685e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=16;tol=1.0e-8,16.7132,578,8,3,-1.686e-15,2.114e-16,5.217e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=16;tol=1.0e-6,16.6680,553,2,3,-4.700e-20,1.060e-13,5.057e-08,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=16;tol=1.0e-6,21.1047,566,9,3,-2.715e-14,4.996e-15,5.287e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=32;tol=1.0e-12,21.6509,490,11,3,-1.127e-14,5.777e-15,6.475e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=32;tol=1.0e-12,16.2634,493,11,3,-1.800e-14,-1.419e-15,6.661e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=32;tol=1.0e-8,12.9700,345,8,2,-1.280e-14,4.382e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=32;tol=1.0e-8,14.3102,345,8,2,4.425e-15,2.156e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=32;tol=1.0e-6,12.0768,317,8,2,-4.574e-14,-1.150e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=32;tol=1.0e-6,13.1006,317,8,2,-4.256e-15,4.445e-15,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=64;tol=1.0e-12,17.6686,450,16,3,-8.527e-14,-3.231e-14,2.035e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=64;tol=1.0e-12,18.6537,448,16,3,-4.062e-15,2.724e-15,3.942e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=64;tol=1.0e-8,13.7569,320,8,2,-6.331e-14,-4.713e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=64;tol=1.0e-8,11.1871,320,8,2,3.732e-16,2.637e-15,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=8;kd=64;tol=1.0e-6,3.1343,293,8,2,-2.892e-14,3.986e-14,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=8;kd=64;tol=1.0e-6,2.8796,293,8,2,-2.165e-15,2.608e-15,4.247e-01,5.806e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=32;tol=1.0e-12,5.5182,553,16,3,-8.859e-15,2.994e-14,4.702e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=32;tol=1.0e-12,5.3828,549,16,3,-1.787e-14,-1.431e-15,6.883e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=32;tol=1.0e-8,5.9416,470,16,3,1.570e-14,2.838e-14,7.521e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=32;tol=1.0e-8,7.7226,476,16,3,-7.653e-15,5.329e-15,2.196e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=32;tol=1.0e-6,6.8482,444,16,3,-8.111e-14,-2.782e-14,-6.491e-18,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=32;tol=1.0e-6,11.3522,444,16,3,-4.145e-15,1.354e-15,6.422e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=64;tol=1.0e-12,17.4136,450,16,3,-8.527e-14,-3.231e-14,2.035e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=64;tol=1.0e-12,4.5821,448,16,3,-4.062e-15,2.724e-15,3.942e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=64;tol=1.0e-8,4.1899,416,16,3,-1.391e-13,-2.841e-14,-2.037e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=64;tol=1.0e-8,3.9079,416,16,3,-4.723e-15,-1.716e-16,2.664e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=64;tol=1.0e-6,3.9157,411,18,3,-2.484e-15,-1.956e-17,1.245e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=64;tol=1.0e-6,3.6961,411,18,3,-2.414e-15,2.600e-15,4.173e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=64;tol=1.0e-12,4.3445,450,16,3,-8.527e-14,-3.231e-14,2.035e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=64;tol=1.0e-12,4.0359,448,16,3,-4.062e-15,2.724e-15,3.942e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=64;tol=1.0e-8,2.9453,416,16,3,-1.391e-13,-2.841e-14,-2.037e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=64;tol=1.0e-8,1.6939,416,16,3,-4.723e-15,-1.716e-16,2.664e-15,4.247e-01,1.639e-04,4.247e-01
40,KK-Arnoldi,nev=16;kd=64;tol=1.0e-6,1.9527,411,18,3,-2.484e-15,-1.956e-17,1.245e-14,4.247e-01,1.639e-04,4.247e-01
40,KK-Lanczos,nev=16;kd=64;tol=1.0e-6,1.7535,411,18,3,-2.414e-15,2.600e-15,4.173e-15,4.247e-01,1.639e-04,4.247e-01
