== warmup Float64
40,Float32,SVDSolver,40,2460,21.1259,9847623456,1.379,3,7.562e-05,1.000000,yes,"ok"
40,Float32,ArpackSolver,40,2460,3.3504,1875724472,1.379,3,4.068e-05,1.000000,yes,"ok"
40,Float32,KrylovSolver,40,2460,12.2621,7125170864,1.379,3,4.057e-05,1.000000,yes,"ok"
40,Float32,CGSolver,40,2460,434.2485,183722388632,1.413,0,NaN,NaN,no,"error: no nontrivial derivations"
40,Float32,ArpackSolver,1040,2460,3.6087,1735510616,1.413,3,2.461e-05,1.000000,yes,"ok"
40,Float32,KrylovSolver,1040,2460,4.3306,1686910032,1.413,0,NaN,NaN,no,"error: LAPACKException(32)"
40,Float32,CGSolver,1040,2460,23.4727,10447957504,1.413,0,NaN,NaN,no,"error: no nontrivial derivations"
40,Float32,ArpackSolver,2040,2460,3.7217,1696562568,1.413,3,6.544e-05,1.000000,yes,"ok"
40,Float32,KrylovSolver,2040,2460,6.3757,2696645128,1.413,3,9.373e-05,1.000000,yes,"ok"
40,Float32,CGSolver,2040,2460,16.8285,7467345960,1.413,0,NaN,NaN,no,"error: no nontrivial derivations"
EXIT 0
