dim,seed,noise,tol,method,actual_method,solver,actual_report_solver,nd,sampling,amplitudes,gram_precision,dense_solver,symmetric_solver,cutoff,nondeg_tol,active_dims,orthogonality_error,signal_residual,seconds,bytes,nullity,solver_nullity,scalar_dim,class,lsq_err,support,perm_ok,full_residual,full_residual_status,status
6,50,0,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,densor,gaussian,full,auto,inverse,1.5,1e-10,"6x6x6",4.3342152555992462e-16,0,5.274501,381945440,3,3,2,recovery,5.1636321280818858e-15,1,true,2.8417334626170204e-16,"ok","ok"
50,50,0,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,densor,gaussian,full,auto,inverse,1.5,1e-10,"50x50x50",3.9127798232668983e-15,0,11.075489,1369238992,3,3,2,recovery,1.9653242480207366e-14,1.0000000000000007,true,1.2982947630435569e-15,"ok","ok"
50,50,9.9999999999999995e-07,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,densor,gaussian,full,auto,inverse,1.5,1e-10,"50x50x50",3.9127798232668983e-15,9.9999999999947543e-07,9.769598,1312566736,3,3,2,recovery,9.8370813441831979e-07,0.99999999999978362,true,2.138743811958152e-07,"ok","ok"
50,50,0.001,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,densor,gaussian,full,auto,inverse,1.5,1e-10,"50x50x50",3.9127798232668983e-15,0.0010000000000000072,12.484974,1304522192,3,3,2,recovery,0.00098379466825449435,0.99999904127823935,true,0.00019831462652317795,"ok","ok"
50,50,0.01,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,densor,gaussian,full,auto,inverse,1.5,1e-10,"50x50x50",3.9127798232668983e-15,0.010000000000000106,12.289118,1312566736,3,3,2,recovery,0.0099119949324548949,0.99990266543732909,true,0.0019401684608533316,"ok","ok"
50,17,0.001,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,densor,bounded,full,auto,inverse,1.5,1e-10,"50x50x50",7.8988816449200142e-16,0.00099999999999998506,13.751417,1336339920,3,3,2,recovery,0.00098421384155228083,0.99999904077839274,true,0.00021443689199766378,"ok","ok"
50,50,0.001,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,densor,bounded,full,auto,inverse,1.5,1e-10,"50x50x50",3.9127798232668983e-15,0.0010000000000000174,9.146313,1352789456,3,3,2,recovery,0.00098425847583087232,0.99999904035696252,true,0.00021428808628701931,"ok","ok"
50,91,0.001,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,densor,bounded,full,auto,inverse,1.5,1e-10,"50x50x50",6.3316739389106743e-16,0.0010000000000000163,10.734977,1323232720,3,3,2,recovery,0.0009847092891493805,0.9999990388935901,true,0.00021568398213737161,"ok","ok"
50,50,0,Inf,SymmetricGram,SymmetricGram,AutoSolver,SymmetricInverse,3,lattice,gaussian,full,auto,inverse,1.5,1e-10,"19x19x19",3.9127798232668983e-15,0,2.104840,36944192,3,3,2,non-scalar-unrecovered,0.94239908303114828,0.11190741695678733,false,0.00022038906040956145,"ok","ok"
