family,case,dims,valence,expected_final,T,seed,config,solver,restricted_nullity,final_nullity,certified,status,undecidable,near_null,rule,gap,selected,next_value,max_zlaw_resid,seconds,notes
sphere,sphere4-24,24x24x24x24,4,4,Float64,20260906,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,3.66182e+11,3.514e-17;1.157e-16;1.406e-16;1.748e-16;2.563e-16;3.818e-16;4.766e-16;5.626e-16;6.448e-16;6.493e-16;7.005e-16;7.449e-16;9.083e-16,0.000650469,3.36561e-13,0.517698,
sphere,sphere4-24,24x24x24x24,4,4,Float64,20260907,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,9.0556e+10,1.019e-16;1.255e-16;1.344e-16;1.959e-16;3.155e-16;5.041e-16;5.29e-16;5.398e-16;5.584e-16;7.143e-16;8.47e-16;9.26e-16;1.101e-15,0.00016086,7.77407e-13,0.982429,
sphere,sphere4-24,24x24x24x24,4,4,Float64,20260908,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,2.63793e+11,2.637e-17;3.071e-17;1.326e-16;2.231e-16;2.807e-16;3.07e-16;4.286e-16;4.471e-16;4.584e-16;5.405e-16;7.657e-16;9.194e-16;1.038e-15,0.00046859,5.86544e-13,0.559722,
sphere,sphere4-24,24x24x24x24,4,4,Float64,20260909,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,6.59732e+11,1.112e-18;1.161e-17;1.135e-16;1.241e-16;3.032e-16;3.319e-16;3.92e-16;4.589e-16;5.786e-16;6.685e-16;7.535e-16;1.242e-15;1.426e-15,0.00117192,7.12619e-14,0.480239,
sphere,sphere4-24,24x24x24x24,4,4,Float32,20260904,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,1050.7,4.824e-9;4.151e-8;4.689e-8;7.081e-8;1.634e-7;2.114e-7;2.152e-7;2.24e-7;2.368e-7;2.41e-7;2.503e-7;3.622e-7;3.756e-7,0.00100203,0.000162486,2.861939,
sphere,sphere4-24,24x24x24x24,4,4,Float32,20260905,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,551.941,2.37e-9;1.859e-8;7.157e-8;7.51e-8;9.488e-8;1.243e-7;1.924e-7;2.8e-7;3.039e-7;3.208e-7;3.258e-7;3.719e-7;4.268e-7,0.000526372,4.18269e-05,0.169126,
sphere,sphere4-24,24x24x24x24,4,4,Float32,20260906,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,235.63,4.487e-8;6.741e-8;7.833e-8;9.067e-8;1.087e-7;1.179e-7;1.342e-7;1.359e-7;2.031e-7;2.629e-7;2.897e-7;3.046e-7;3.272e-7,0.000224714,0.000192971,0.228493,
sphere,sphere4-24,24x24x24x24,4,4,Float32,20260907,mf-arpack,ArpackSolver,13,4,false,ok,0,0,threshold,65.6477,2.156e-8;2.752e-8;2.919e-8;5.211e-8;7.485e-8;9.314e-8;1.155e-7;1.35e-7;1.925e-7;2.661e-7;2.782e-7;2.963e-7;3.063e-7,6.26066e-05,0.00181582,0.196057,
sphere,sphere4-24,24x24x24x24,4,4,Float32,20260908,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,823.604,6.463e-8;6.49e-8;9.461e-8;1.055e-7;1.083e-7;1.149e-7;1.27e-7;1.327e-7;1.736e-7;2.212e-7;2.264e-7;2.778e-7;3.892e-7,0.00078545,0.000228133,0.155120,
sphere,sphere4-24,24x24x24x24,4,4,Float32,20260909,mf-arpack,ArpackSolver,13,4,true,ok,0,0,gap,1628.95,1.805e-8;2.047e-8;4.329e-8;7.541e-8;9.126e-8;1.12e-7;1.424e-7;1.568e-7;1.595e-7;1.779e-7;2.153e-7;2.364e-7;4.155e-7,0.00155348,1.9759e-05,0.156889,
